[07/07 18:38:43.989] | CRITICAL | watchdog   | main_reactor | 
top - 18:38:43 up  3:03,  1 user,  load average: 6.29, 5.34, 4.90
[07/07 18:41:32.249] | INFO     | rates      | SentryJSONRPCServer | grs(): final_scheduled_rate_blocks [<ScheduleRateBlock (-1)[P-2147483647]: 06/07_13:26 - 06/08_00:00)>, <ScheduleRateBlock (638715)[P10]: 06/08_00:00 - 06/08_13:26)>, <ScheduleRateBlock (-1)[P-2147483647]: 06/08_13:26 - 06/09_00:00)>, <ScheduleRateBlock (638715)[P10]: 06/09_00:00 - 06/09_13:26)>, <ScheduleRateBlock (-1)[P-2147483647]: 06/09_13:26 - 06/10_00:00)>, <ScheduleRateBlock (638715)[P10]: 06/10_00:00 - 06/10_13:26)>, <ScheduleRateBlock (-1)[P-2147483647]: 06/10_13:26 - 06/11_00:00)>, <ScheduleRateBlock (638715)[P10]: 06/11_00:00 - 06/11_13:26)>, <ScheduleRateBlock (-1)[P-2147483647]: 06/11_13:26 - 06/12_00:00)>, <ScheduleRateBlock (638715)[P10]: 06/12_00:00 - 06/12_13:26)>, <ScheduleRateBlock (-1)[P-2147483647]: 06/12_13:26 - 06/13_00:00)>, <ScheduleRateBlock (638715)[P10]: 06/13_00:00 - 06/13_13:26)>, <ScheduleRateBlock (-1)[P-2147483647]: 06/13_13:26 - 06/14_00:00)>, <ScheduleRateBlock (638715)[P10]: 06/14_00:00 - 06/14_13:26)>, <ScheduleRateBlock (-1)[P-2147483647]: 06/14_13:26 - 06/15_00:00)>, <ScheduleRateBlock (638715)[P10]: 06/15_00:00 - 06/15_13:26)>, <ScheduleRateBlock (-1)[P-2147483647]: 06/15_13:26 - 06/16_00:00)>, <ScheduleRateBlock (638715)[P10]: 06/16_00:00 - 06/16_13:26)>, <ScheduleRateBlock (-1)[P-2147483647]: 06/16_13:26 - 06/17_00:00)>, <ScheduleRateBlock (638715)[P10]: 06/17_00:00 - 06/17_13:26)>, <ScheduleRateBlock (-1)[P-2147483647]: 06/17_13:26 - 06/18_00:00)>, <ScheduleRateBlock (638715)[P10]: 06/18_00:00 - 06/18_13:26)>, <ScheduleRateBlock (-1)[P-2147483647]: 06/18_13:26 - 06/19_00:00)>, <ScheduleRateBlock (638715)[P10]: 06/19_00:00 - 06/19_13:26)>, <ScheduleRateBlock (-1)[P-2147483647]: 06/19_13:26 - 06/20_00:00)>, <ScheduleRateBlock (638715)[P10]: 06/20_00:00 - 06/20_13:26)>, <ScheduleRateBlock (-1)[P-2147483647]: 06/20_13:26 - 06/21_00:00)>, <ScheduleRateBlock (638715)[P10]: 06/21_00:00 - 06/21_13:26)>, <ScheduleRateBlock (-1)[P-2147483647]: 06/21_13:26 - 06/22_00:00)>, <ScheduleRateBlock (638715)[P10]: 06/22_00:00 - 06/22_13:26)>, <ScheduleRateBlock (-1)[P-2147483647]: 06/22_13:26 - 06/23_00:00)>, <ScheduleRateBlock (638715)[P10]: 06/23_00:00 - 06/23_13:26)>, <ScheduleRateBlock (-1)[P-2147483647]: 06/23_13:26 - 06/24_00:00)>, <ScheduleRateBlock (638715)[P10]: 06/24_00:00 - 06/24_13:26)>, <ScheduleRateBlock (-1)[P-2147483647]: 06/24_13:26 - 06/25_00:00)>, <ScheduleRateBlock (638715)[P10]: 06/25_00:00 - 06/25_13:26)>, <ScheduleRateBlock (-1)[P-2147483647]: 06/25_13:26 - 06/26_00:00)>, <ScheduleRateBlock (638715)[P10]: 06/26_00:00 - 06/26_13:26)>, <ScheduleRateBlock (-1)[P-2147483647]: 06/26_13:26 - 06/27_00:00)>, <ScheduleRateBlock (638715)[P10]: 06/27_00:00 - 06/27_13:26)>, <ScheduleRateBlock (-1)[P-2147483647]: 06/27_13:26 - 06/28_00:00)>, <ScheduleRateBlock (638715)[P10]: 06/28_00:00 - 06/28_13:26)>, <ScheduleRateBlock (-1)[P-2147483647]: 06/28_13:26 - 06/29_00:00)>, <ScheduleRateBlock (638715)[P10]: 06/29_00:00 - 06/29_13:26)>, <ScheduleRateBlock (-1)[P-2147483647]: 06/29_13:26 - 06/30_00:00)>, <ScheduleRateBlock (638715)[P10]: 06/30_00:00 - 06/30_13:26)>, <ScheduleRateBlock (-1)[P-2147483647]: 06/30_13:26 - 07/01_00:00)>, <ScheduleRateBlock (638715)[P10]: 07/01_00:00 - 07/01_13:26)>, <ScheduleRateBlock (-1)[P-2147483647]: 07/01_13:26 - 07/02_00:00)>, <ScheduleRateBlock (638715)[P10]: 07/02_00:00 - 07/02_13:26)>, <ScheduleRateBlock (-1)[P-2147483647]: 07/02_13:26 - 07/03_00:00)>, <ScheduleRateBlock (638715)[P10]: 07/03_00:00 - 07/03_13:26)>, <ScheduleRateBlock (-1)[P-2147483647]: 07/03_13:26 - 07/04_00:00)>, <ScheduleRateBlock (638715)[P10]: 07/04_00:00 - 07/04_13:26)>, <ScheduleRateBlock (-1)[P-2147483647]: 07/04_13:26 - 07/05_00:00)>, <ScheduleRateBlock (638715)[P10]: 07/05_00:00 - 07/05_13:26)>, <ScheduleRateBlock (-1)[P-2147483647]: 07/05_13:26 - 07/06_00:00)>, <ScheduleRateBlock (638715)[P10]: 07/06_00:00 - 07/06_13:26)>, <ScheduleRateBlock (-1)[P-2147483647]: 07/06_13:26 - 07/07_00:00)>, <ScheduleRateBlock (638715)[P10]: 07/07_00:00 - 07/07_13:26)>, <ScheduleRateBlock (-1)[P-2147483647]: 07/07_13:26 - 07/08_00:00)>, <ScheduleRateBlock (638715)[P10]: 07/08_00:00 - 07/08_13:26)>, <ScheduleRateBlock (-1)[P-2147483647]: 07/08_13:26 - 07/09_00:00)>, <ScheduleRateBlock (638715)[P10]: 07/09_00:00 - 07/09_13:26)>, <ScheduleRateBlock (-1)[P-2147483647]: 07/09_13:26 - 07/10_00:00)>, <ScheduleRateBlock (638715)[P10]: 07/10_00:00 - 07/10_13:26)>, <ScheduleRateBlock (-1)[P-2147483647]: 07/10_13:26 - 07/11_00:00)>, <ScheduleRateBlock (638715)[P10]: 07/11_00:00 - 07/11_13:26)>, <ScheduleRateBlock (-1)[P-2147483647]: 07/11_13:26 - 07/12_00:00)>, <ScheduleRateBlock (638715)[P10]: 07/12_00:00 - 07/12_13:26)>, <ScheduleRateBlock (-1)[P-2147483647]: 07/12_13:26 - 07/13_00:00)>, <ScheduleRateBlock (638715)[P10]: 07/13_00:00 - 07/13_13:26)>, <ScheduleRateBlock (-1)[P-2147483647]: 07/13_13:26 - 07/14_00:00)>, <ScheduleRateBlock (638715)[P10]: 07/14_00:00 - 07/14_13:26)>, <ScheduleRateBlock (-1)[P-2147483647]: 07/14_13:26 - 07/15_00:00)>, <ScheduleRateBlock (638715)[P10]: 07/15_00:00 - 07/15_13:26)>, <ScheduleRateBlock (-1)[P-2147483647]: 07/15_13:26 - 07/16_00:00)>, <ScheduleRateBlock (638715)[P10]: 07/16_00:00 - 07/16_13:26)>, <ScheduleRateBlock (-1)[P-2147483647]: 07/16_13:26 - 07/17_00:00)>, <ScheduleRateBlock (638715)[P10]: 07/17_00:00 - 07/17_13:26)>, <ScheduleRateBlock (-1)[P-2147483647]: 07/17_13:26 - 07/18_00:00)>, <ScheduleRateBlock (638715)[P10]: 07/18_00:00 - 07/18_13:26)>, <ScheduleRateBlock (-1)[P-2147483647]: 07/18_13:26 - 07/19_00:00)>, <ScheduleRateBlock (638715)[P10]: 07/19_00:00 - 07/19_13:26)>, <ScheduleRateBlock (-1)[P-2147483647]: 07/19_13:26 - 07/20_00:00)>, <ScheduleRateBlock (638715)[P10]: 07/20_00:00 - 07/20_13:26)>, <ScheduleRateBlock (-1)[P-2147483647]: 07/20_13:26 - 07/21_00:00)>, <ScheduleRateBlock (638715)[P10]: 07/21_00:00 - 07/21_13:26)>, <ScheduleRateBlock (-1)[P-2147483647]: 07/21_13:26 - 07/22_00:00)>, <ScheduleRateBlock (638715)[P10]: 07/22_00:00 - 07/22_13:26)>, <ScheduleRateBlock (-1)[P-2147483647]: 07/22_13:26 - 07/23_00:00)>, <ScheduleRateBlock (638715)[P10]: 07/23_00:00 - 07/23_13:26)>, <ScheduleRateBlock (-1)[P-2147483647]: 07/23_13:26 - 07/24_00:00)>, <ScheduleRateBlock (638715)[P10]: 07/24_00:00 - 07/24_13:26)>, <ScheduleRateBlock (-1)[P-2147483647]: 07/24_13:26 - 07/25_00:00)>, <ScheduleRateBlock (638715)[P10]: 07/25_00:00 - 07/25_13:26)>, <ScheduleRateBlock (-1)[P-2147483647]: 07/25_13:26 - 07/26_00:00)>, <ScheduleRateBlock (638715)[P10]: 07/26_00:00 - 07/26_13:26)>, <ScheduleRateBlock (-1)[P-2147483647]: 07/26_13:26 - 07/27_00:00)>, <ScheduleRateBlock (638715)[P10]: 07/27_00:00 - 07/27_13:26)>, <ScheduleRateBlock (-1)[P-2147483647]: 07/27_13:26 - 07/28_00:00)>, <ScheduleRateBlock (638715)[P10]: 07/28_00:00 - 07/28_13:26)>, <ScheduleRateBlock (-1)[P-2147483647]: 07/28_13:26 - 07/29_00:00)>, <ScheduleRateBlock (638715)[P10]: 07/29_00:00 - 07/29_13:26)>, <ScheduleRateBlock (-1)[P-2147483647]: 07/29_13:26 - 07/30_00:00)>, <ScheduleRateBlock (638715)[P10]: 07/30_00:00 - 07/30_13:26)>, <ScheduleRateBlock (-1)[P-2147483647]: 07/30_13:26 - 07/31_00:00)>, <ScheduleRateBlock (638715)[P10]: 07/31_00:00 - 07/31_13:26)>, <ScheduleRateBlock (-1)[P-2147483647]: 07/31_13:26 - 08/01_00:00)>, <ScheduleRateBlock (638715)[P10]: 08/01_00:00 - 08/01_13:26)>, <ScheduleRateBlock (-1)[P-2147483647]: 08/01_13:26 - 08/02_00:00)>, <ScheduleRateBlock (638715)[P10]: 08/02_00:00 - 08/02_13:26)>, <ScheduleRateBlock (-1)[P-2147483647]: 08/02_13:26 - 08/03_00:00)>, <ScheduleRateBlock (638715)[P10]: 08/03_00:00 - 08/03_13:26)>, <ScheduleRateBlock (-1)[P-2147483647]: 08/03_13:26 - 08/04_00:00)>, <ScheduleRateBlock (638715)[P10]: 08/04_00:00 - 08/04_13:26)>, <ScheduleRateBlock (-1)[P-2147483647]: 08/04_13:26 - 08/05_00:00)>, <ScheduleRateBlock (638715)[P10]: 08/05_00:00 - 08/05_13:26)>, <ScheduleRateBlock (-1)[P-2147483647]: 08/05_13:26 - 08/06_00:00)>, <ScheduleRateBlock (638715)[P10]: 08/06_00:00 - 08/06_13:26)>, <ScheduleRateBlock (-1)[P-2147483647]: 08/06_13:26 - 08/06_23:59)>]
[07/07 18:41:32.258] | INFO     | rates      | SentryJSONRPCServer | _schedule_changed(): 
[07/07 18:41:32.259] | INFO     | mps.ui     | SentryJSONRPCServer | _on_rate_schedule_update(): handling rate schedule update
[07/07 18:41:32.399] | INFO     | gui        | SentryJSONRPCServer | rate_schedule_changed_callback(): updating self.rate_schedule
[07/07 18:41:32.400] | INFO     | rates      | SentryJSONRPCServer | _schedule_changed(): 
[07/07 18:41:32.400] | INFO     | mps.ui     | SentryJSONRPCServer | _on_rate_schedule_update(): handling rate schedule update
[07/07 18:41:32.655] | INFO     | gui        | SentryJSONRPCServer | rate_schedule_changed_callback(): updating self.rate_schedule
[07/07 18:41:32.659] | INFO     | file_io    | SentryJSONRPCServer | save: filename /media/realroot/ads/parking_schedule_weekly.png
[07/07 18:41:32.664] | INFO     | rabbitmq   | RabbitMQ RPC | _handle_device_request(): Endpoint file_io response {"jsonrpc": "2.0", "id": 77870064, "result": true}
[07/07 18:41:32.726] | INFO     | rabbitmq   | RabbitMQ RPC | send_response: TX success {"jsonrpc": "2.0", "id": 77870064, "result": true} Queue amq.gen-QRj55snTQ_L3Daq7xqlEhQ #233
[07/07 18:41:34.907] | INFO     | rates      | SentryJSONRPCServer | grs(): resetting - cached-start=2026-06-07 13:41:32.066353 cached-duration=60 days, 0:00:00 cached-end=2026-08-06 13:41:32.066353 req-start=2026-06-06 13:41:32.066353 req-end=2026-08-06 13:41:32.066353
[07/07 18:41:34.908] | INFO     | rates      | SentryJSONRPCServer | grs(): readjust new sch (cached-start=2026-06-07 13:41:34.908448 cached-duration=60 days, 0:00:00 cached-end=2026-08-06 13:41:32.066353 req-start=2026-06-06 13:41:32.066353 req-end=2026-08-06 13:41:32.066353) #days 60 days, 0:00:00
[07/07 18:41:35.019] | INFO     | rates      | SentryJSONRPCServer | grs(): new scheduled_rate_blocks [<ScheduleRateBlock (-1)[P-2147483647]: 06/07_00:00 - 06/07_23:59)>, <ScheduleRateBlock (-1)[P-2147483647]: 06/08_00:00 - 06/08_23:59)>, <ScheduleRateBlock (-1)[P-2147483647]: 06/09_00:00 - 06/09_23:59)>, <ScheduleRateBlock (-1)[P-2147483647]: 06/10_00:00 - 06/10_23:59)>, <ScheduleRateBlock (-1)[P-2147483647]: 06/11_00:00 - 06/11_23:59)>, <ScheduleRateBlock (-1)[P-2147483647]: 06/12_00:00 - 06/12_23:59)>, <ScheduleRateBlock (-1)[P-2147483647]: 06/13_00:00 - 06/13_23:59)>, <ScheduleRateBlock (-1)[P-2147483647]: 06/14_00:00 - 06/14_23:59)>, <ScheduleRateBlock (-1)[P-2147483647]: 06/15_00:00 - 06/15_23:59)>, <ScheduleRateBlock (-1)[P-2147483647]: 06/16_00:00 - 06/16_23:59)>, <ScheduleRateBlock (-1)[P-2147483647]: 06/17_00:00 - 06/17_23:59)>, <ScheduleRateBlock (-1)[P-2147483647]: 06/18_00:00 - 06/18_23:59)>, <ScheduleRateBlock (-1)[P-2147483647]: 06/19_00:00 - 06/19_23:59)>, <ScheduleRateBlock (-1)[P-2147483647]: 06/20_00:00 - 06/20_23:59)>, <ScheduleRateBlock (-1)[P-2147483647]: 06/21_00:00 - 06/21_23:59)>, <ScheduleRateBlock (-1)[P-2147483647]: 06/22_00:00 - 06/22_23:59)>, <ScheduleRateBlock (-1)[P-2147483647]: 06/23_00:00 - 06/23_23:59)>, <ScheduleRateBlock (-1)[P-2147483647]: 06/24_00:00 - 06/24_23:59)>, <ScheduleRateBlock (-1)[P-2147483647]: 06/25_00:00 - 06/25_23:59)>, <ScheduleRateBlock (-1)[P-2147483647]: 06/26_00:00 - 06/26_23:59)>, <ScheduleRateBlock (-1)[P-2147483647]: 06/27_00:00 - 06/27_23:59)>, <ScheduleRateBlock (-1)[P-2147483647]: 06/28_00:00 - 06/28_23:59)>, <ScheduleRateBlock (-1)[P-2147483647]: 06/29_00:00 - 06/29_23:59)>, <ScheduleRateBlock (-1)[P-2147483647]: 06/30_00:00 - 06/30_23:59)>, <ScheduleRateBlock (-1)[P-2147483647]: 07/01_00:00 - 07/01_23:59)>, <ScheduleRateBlock (-1)[P-2147483647]: 07/02_00:00 - 07/02_23:59)>, <ScheduleRateBlock (-1)[P-2147483647]: 07/03_00:00 - 07/03_23:59)>, <ScheduleRateBlock (-1)[P-2147483647]: 07/04_00:00 - 07/04_23:59)>, <ScheduleRateBlock (-1)[P-2147483647]: 07/05_00:00 - 07/05_23:59)>, <ScheduleRateBlock (-1)[P-2147483647]: 07/06_00:00 - 07/06_23:59)>, <ScheduleRateBlock (-1)[P-2147483647]: 07/07_00:00 - 07/07_23:59)>, <ScheduleRateBlock (-1)[P-2147483647]: 07/08_00:00 - 07/08_23:59)>, <ScheduleRateBlock (-1)[P-2147483647]: 07/09_00:00 - 07/09_23:59)>, <ScheduleRateBlock (-1)[P-2147483647]: 07/10_00:00 - 07/10_23:59)>, <ScheduleRateBlock (-1)[P-2147483647]: 07/11_00:00 - 07/11_23:59)>, <ScheduleRateBlock (-1)[P-2147483647]: 07/12_00:00 - 07/12_23:59)>, <ScheduleRateBlock (-1)[P-2147483647]: 07/13_00:00 - 07/13_23:59)>, <ScheduleRateBlock (-1)[P-2147483647]: 07/14_00:00 - 07/14_23:59)>, <ScheduleRateBlock (-1)[P-2147483647]: 07/15_00:00 - 07/15_23:59)>, <ScheduleRateBlock (-1)[P-2147483647]: 07/16_00:00 - 07/16_23:59)>, <ScheduleRateBlock (-1)[P-2147483647]: 07/17_00:00 - 07/17_23:59)>, <ScheduleRateBlock (-1)[P-2147483647]: 07/18_00:00 - 07/18_23:59)>, <ScheduleRateBlock (-1)[P-2147483647]: 07/19_00:00 - 07/19_23:59)>, <ScheduleRateBlock (-1)[P-2147483647]: 07/20_00:00 - 07/20_23:59)>, <ScheduleRateBlock (-1)[P-2147483647]: 07/21_00:00 - 07/21_23:59)>, <ScheduleRateBlock (-1)[P-2147483647]: 07/22_00:00 - 07/22_23:59)>, <ScheduleRateBlock (-1)[P-2147483647]: 07/23_00:00 - 07/23_23:59)>, <ScheduleRateBlock (-1)[P-2147483647]: 07/24_00:00 - 07/24_23:59)>, <ScheduleRateBlock (-1)[P-2147483647]: 07/25_00:00 - 07/25_23:59)>, <ScheduleRateBlock (-1)[P-2147483647]: 07/26_00:00 - 07/26_23:59)>, <ScheduleRateBlock (-1)[P-2147483647]: 07/27_00:00 - 07/27_23:59)>, <ScheduleRateBlock (-1)[P-2147483647]: 07/28_00:00 - 07/28_23:59)>, <ScheduleRateBlock (-1)[P-2147483647]: 07/29_00:00 - 07/29_23:59)>, <ScheduleRateBlock (-1)[P-2147483647]: 07/30_00:00 - 07/30_23:59)>, <ScheduleRateBlock (-1)[P-2147483647]: 07/31_00:00 - 07/31_23:59)>, <ScheduleRateBlock (-1)[P-2147483647]: 08/01_00:00 - 08/01_23:59)>, <ScheduleRateBlock (-1)[P-2147483647]: 08/02_00:00 - 08/02_23:59)>, <ScheduleRateBlock (-1)[P-2147483647]: 08/03_00:00 - 08/03_23:59)>, <ScheduleRateBlock (-1)[P-2147483647]: 08/04_00:00 - 08/04_23:59)>, <ScheduleRateBlock (-1)[P-2147483647]: 08/05_00:00 - 08/05_23:59)>, <ScheduleRateBlock (-1)[P-2147483647]: 08/06_00:00 - 08/06_23:59)>]
[07/07 18:41:35.024] | INFO     | rates      | SentryJSONRPCServer | grs(): compressed scheduled_rate_blocks [<ScheduleRateBlock (-1)[P-2147483647]: 06/07_00:00 - 08/06_23:59)>]
[07/07 18:41:35.024] | INFO     | rates      | SentryJSONRPCServer | grs(): final_scheduled_rate_blocks [<ScheduleRateBlock (-1)[P-2147483647]: 06/07_00:00 - 08/06_23:59)>]
[07/07 18:41:35.025] | INFO     | rates      | SentryJSONRPCServer | _schedule_changed(): 
[07/07 18:41:35.026] | INFO     | mps.ui     | SentryJSONRPCServer | _on_rate_schedule_update(): handling rate schedule update
[07/07 18:41:35.029] | ERROR    | rates      | SentryJSONRPCServer | _check_and_update_default_rb(): no overlaying rate block - using default (-1) srb <ScheduleRateBlock (-1)[P-2147483647]: 06/07_00:00 - 08/06_23:59)> curdt 2026-07-16 16:41:35.027535
[07/07 18:41:35.032] | ERROR    | rates      | SentryJSONRPCServer | _check_and_update_default_rb(): no overlaying rate block - using default (-1) srb <ScheduleRateBlock (-1)[P-2147483647]: 06/07_00:00 - 08/06_23:59)> curdt 2026-07-16 16:41:35.030358
[07/07 18:41:35.035] | ERROR    | rates      | SentryJSONRPCServer | _check_and_update_default_rb(): no overlaying rate block - using default (-1) srb <ScheduleRateBlock (-1)[P-2147483647]: 06/07_00:00 - 08/06_23:59)> curdt 2026-07-16 16:41:35.033273
[07/07 18:41:35.038] | ERROR    | rates      | SentryJSONRPCServer | _check_and_update_default_rb(): no overlaying rate block - using default (-1) srb <ScheduleRateBlock (-1)[P-2147483647]: 06/07_00:00 - 08/06_23:59)> curdt 2026-07-16 16:41:35.036279
[07/07 18:41:35.041] | ERROR    | rates      | SentryJSONRPCServer | _check_and_update_default_rb(): no overlaying rate block - using default (-1) srb <ScheduleRateBlock (-1)[P-2147483647]: 06/07_00:00 - 08/06_23:59)> curdt 2026-07-16 16:41:00
[07/07 18:41:35.045] | ERROR    | rates      | SentryJSONRPCServer | _check_and_update_default_rb(): no overlaying rate block - using default (-1) srb <ScheduleRateBlock (-1)[P-2147483647]: 06/07_00:00 - 08/06_23:59)> curdt 2026-07-16 16:41:35.042660
[07/07 18:41:35.048] | ERROR    | rates      | SentryJSONRPCServer | _check_and_update_default_rb(): no overlaying rate block - using default (-1) srb <ScheduleRateBlock (-1)[P-2147483647]: 06/07_00:00 - 08/06_23:59)> curdt 2026-07-16 16:41:35.045660
[07/07 18:41:35.051] | ERROR    | rates      | SentryJSONRPCServer | _check_and_update_default_rb(): no overlaying rate block - using default (-1) srb <ScheduleRateBlock (-1)[P-2147483647]: 06/07_00:00 - 08/06_23:59)> curdt 2026-07-16 16:41:35.048722
[07/07 18:41:35.054] | ERROR    | rates      | SentryJSONRPCServer | _check_and_update_default_rb(): no overlaying rate block - using default (-1) srb <ScheduleRateBlock (-1)[P-2147483647]: 06/07_00:00 - 08/06_23:59)> curdt 2026-07-16 16:41:35.051723
[07/07 18:41:35.057] | ERROR    | rates      | SentryJSONRPCServer | _check_and_update_default_rb(): no overlaying rate block - using default (-1) srb <ScheduleRateBlock (-1)[P-2147483647]: 06/07_00:00 - 08/06_23:59)> curdt 2026-07-16 16:41:00
[07/07 18:41:35.060] | ERROR    | rates      | SentryJSONRPCServer | _check_and_update_default_rb(): no overlaying rate block - using default (-1) srb <ScheduleRateBlock (-1)[P-2147483647]: 06/07_00:00 - 08/06_23:59)> curdt 2026-07-16 16:41:35.058464
[07/07 18:41:35.064] | ERROR    | rates      | SentryJSONRPCServer | _check_and_update_default_rb(): no overlaying rate block - using default (-1) srb <ScheduleRateBlock (-1)[P-2147483647]: 06/07_00:00 - 08/06_23:59)> curdt 2026-07-16 16:41:35.061723
[07/07 18:41:35.067] | ERROR    | rates      | SentryJSONRPCServer | _check_and_update_default_rb(): no overlaying rate block - using default (-1) srb <ScheduleRateBlock (-1)[P-2147483647]: 06/07_00:00 - 08/06_23:59)> curdt 2026-07-16 16:41:35.064772
[07/07 18:41:35.070] | ERROR    | rates      | SentryJSONRPCServer | _check_and_update_default_rb(): no overlaying rate block - using default (-1) srb <ScheduleRateBlock (-1)[P-2147483647]: 06/07_00:00 - 08/06_23:59)> curdt 2026-07-16 16:41:35.067806
[07/07 18:41:35.073] | ERROR    | rates      | SentryJSONRPCServer | _check_and_update_default_rb(): no overlaying rate block - using default (-1) srb <ScheduleRateBlock (-1)[P-2147483647]: 06/07_00:00 - 08/06_23:59)> curdt 2026-07-16 16:41:35.070799
[07/07 18:41:35.076] | ERROR    | rates      | SentryJSONRPCServer | _check_and_update_default_rb(): no overlaying rate block - using default (-1) srb <ScheduleRateBlock (-1)[P-2147483647]: 06/07_00:00 - 08/06_23:59)> curdt 2026-07-16 16:41:00
[07/07 18:41:35.077] | INFO     | gui        | SentryJSONRPCServer | rate_schedule_changed_callback(): updating self.rate_schedule
[07/07 18:41:35.078] | INFO     | rates      | SentryJSONRPCServer | _schedule_changed(): 
[07/07 18:41:35.078] | INFO     | mps.ui     | SentryJSONRPCServer | _on_rate_schedule_update(): handling rate schedule update
[07/07 18:41:35.082] | ERROR    | rates      | SentryJSONRPCServer | _check_and_update_default_rb(): no overlaying rate block - using default (-1) srb <ScheduleRateBlock (-1)[P-2147483647]: 06/07_00:00 - 08/06_23:59)> curdt 2026-07-16 16:41:35.079866
[07/07 18:41:35.085] | ERROR    | rates      | SentryJSONRPCServer | _check_and_update_default_rb(): no overlaying rate block - using default (-1) srb <ScheduleRateBlock (-1)[P-2147483647]: 06/07_00:00 - 08/06_23:59)> curdt 2026-07-16 16:41:35.082855
[07/07 18:41:35.088] | ERROR    | rates      | SentryJSONRPCServer | _check_and_update_default_rb(): no overlaying rate block - using default (-1) srb <ScheduleRateBlock (-1)[P-2147483647]: 06/07_00:00 - 08/06_23:59)> curdt 2026-07-16 16:41:35.085812
[07/07 18:41:35.091] | ERROR    | rates      | SentryJSONRPCServer | _check_and_update_default_rb(): no overlaying rate block - using default (-1) srb <ScheduleRateBlock (-1)[P-2147483647]: 06/07_00:00 - 08/06_23:59)> curdt 2026-07-16 16:41:35.089044
[07/07 18:41:35.094] | ERROR    | rates      | SentryJSONRPCServer | _check_and_update_default_rb(): no overlaying rate block - using default (-1) srb <ScheduleRateBlock (-1)[P-2147483647]: 06/07_00:00 - 08/06_23:59)> curdt 2026-07-16 16:41:00
[07/07 18:41:35.097] | ERROR    | rates      | SentryJSONRPCServer | _check_and_update_default_rb(): no overlaying rate block - using default (-1) srb <ScheduleRateBlock (-1)[P-2147483647]: 06/07_00:00 - 08/06_23:59)> curdt 2026-07-16 16:41:35.095268
[07/07 18:41:35.100] | ERROR    | rates      | SentryJSONRPCServer | _check_and_update_default_rb(): no overlaying rate block - using default (-1) srb <ScheduleRateBlock (-1)[P-2147483647]: 06/07_00:00 - 08/06_23:59)> curdt 2026-07-16 16:41:35.098473
[07/07 18:41:35.103] | ERROR    | rates      | SentryJSONRPCServer | _check_and_update_default_rb(): no overlaying rate block - using default (-1) srb <ScheduleRateBlock (-1)[P-2147483647]: 06/07_00:00 - 08/06_23:59)> curdt 2026-07-16 16:41:35.101386
[07/07 18:41:35.106] | ERROR    | rates      | SentryJSONRPCServer | _check_and_update_default_rb(): no overlaying rate block - using default (-1) srb <ScheduleRateBlock (-1)[P-2147483647]: 06/07_00:00 - 08/06_23:59)> curdt 2026-07-16 16:41:35.104327
[07/07 18:41:35.109] | ERROR    | rates      | SentryJSONRPCServer | _check_and_update_default_rb(): no overlaying rate block - using default (-1) srb <ScheduleRateBlock (-1)[P-2147483647]: 06/07_00:00 - 08/06_23:59)> curdt 2026-07-16 16:41:00
[07/07 18:41:35.113] | ERROR    | rates      | SentryJSONRPCServer | _check_and_update_default_rb(): no overlaying rate block - using default (-1) srb <ScheduleRateBlock (-1)[P-2147483647]: 06/07_00:00 - 08/06_23:59)> curdt 2026-07-16 16:41:35.111007
[07/07 18:41:35.116] | ERROR    | rates      | SentryJSONRPCServer | _check_and_update_default_rb(): no overlaying rate block - using default (-1) srb <ScheduleRateBlock (-1)[P-2147483647]: 06/07_00:00 - 08/06_23:59)> curdt 2026-07-16 16:41:35.114305
[07/07 18:41:35.119] | ERROR    | rates      | SentryJSONRPCServer | _check_and_update_default_rb(): no overlaying rate block - using default (-1) srb <ScheduleRateBlock (-1)[P-2147483647]: 06/07_00:00 - 08/06_23:59)> curdt 2026-07-16 16:41:35.117378
[07/07 18:41:35.122] | ERROR    | rates      | SentryJSONRPCServer | _check_and_update_default_rb(): no overlaying rate block - using default (-1) srb <ScheduleRateBlock (-1)[P-2147483647]: 06/07_00:00 - 08/06_23:59)> curdt 2026-07-16 16:41:35.120434
[07/07 18:41:35.125] | ERROR    | rates      | SentryJSONRPCServer | _check_and_update_default_rb(): no overlaying rate block - using default (-1) srb <ScheduleRateBlock (-1)[P-2147483647]: 06/07_00:00 - 08/06_23:59)> curdt 2026-07-16 16:41:35.123318
[07/07 18:41:35.128] | ERROR    | rates      | SentryJSONRPCServer | _check_and_update_default_rb(): no overlaying rate block - using default (-1) srb <ScheduleRateBlock (-1)[P-2147483647]: 06/07_00:00 - 08/06_23:59)> curdt 2026-07-16 16:41:00
[07/07 18:41:35.130] | INFO     | gui        | SentryJSONRPCServer | rate_schedule_changed_callback(): updating self.rate_schedule
[07/07 18:41:35.136] | ERROR    | rates      | MainThread | _check_and_update_default_rb(): no overlaying rate block - using default (-1) srb <ScheduleRateBlock (-1)[P-2147483647]: 06/07_00:00 - 08/06_23:59)> curdt 2026-07-16 16:41:00
[07/07 18:41:35.139] | ERROR    | rates      | MainThread | _check_and_update_default_rb(): no overlaying rate block - using default (-1) srb <ScheduleRateBlock (-1)[P-2147483647]: 06/07_00:00 - 08/06_23:59)> curdt 2026-07-16 16:41:00
